name,host_id,host_name,host_is_superhost,neighbourhood,neighbourhood_cleansed,beds,price,review_scores_rating
Rental unit in Chicago · ★5.0 · 3 bedrooms · 3 beds · 3 baths,248760412,Cloud9,t,"Chicago, Illinois, United States",West Town,3,$505.00,5.0
Rental unit in Chicago · ★4.91 · 3 bedrooms · 3 beds · 2 baths,254096995,Rahel,t,"Chicago, Illinois, United States",Avondale,3,$150.00,4.91
Rental unit in Chicago · 6 bedrooms · 6 beds · 5.5 baths,248760412,Cloud9,t,"Chicago, Illinois, United States",West Town,6,$980.00,5.0
Rental unit in Chicago · ★5.0 · 1 bedroom · 2 beds · 1 bath,485494558,Art Of Living,t,"Chicago, Illinois, United States",Loop,2,$279.00,5.0
Rental unit in Chicago · ★4.63 · 2 bedrooms · 3 beds · 2 baths,465428850,Stephanie And Zach,t,"Chicago, Illinois, United States",Lake View,3,$172.00,4.63
Rental unit in Chicago · ★4.87 · 1 bedroom · 1 bed · 1 shared bath,485390604,Rudia,t,"Chicago, Illinois, United States",West Ridge,1,$30.00,4.87
Rental unit in Chicago · 9 bedrooms · 9 beds · 8.5 baths,248760412,Cloud9,t,"Chicago, Illinois, United States",West Town,9,"$1,775.00",5.0
Rental unit in Chicago · ★4.94 · 3 bedrooms · 4 beds · 1 bath,489718212,Ledys,t,"Chicago, Illinois, United States",Hermosa,4,$120.00,4.94
Rental unit in Chicago · ★5.0 · 2 bedrooms · 2 beds · 2 baths,69370034,Diana,t,"Chicago, Illinois, United States",Logan Square,2,$229.00,5.0
Rental unit in Chicago · 9 bedrooms · 9 beds · 7 baths,248760412,Cloud9,t,"Chicago, Illinois, United States",Near West Side,9,"$1,087.00",5.0
Rental unit in Chicago · ★4.93 · 3 bedrooms · 3 beds · 1 bath,488113016,Alexis,t,"Chicago, Illinois, United States",North Center,3,$52.00,4.93
Rental unit in Chicago · ★4.53 · 1 bedroom · 1 bed · 2 shared baths,436959191,Yan Na,f,"Chicago, Illinois, United States",Bridgeport,1,$30.00,4.53
Rental unit in Chicago · Studio · 1 bed · 1 bath,107434423,Blueground,f,"Chicago, Illinois, United States",Near South Side,1,$145.00,0
Rental unit in Chicago · 2 bedrooms · 2 beds · 2 baths,107434423,Blueground,f,"Chicago, Illinois, United States",Loop,2,$121.00,0
Rental unit in Chicago · 2 bedrooms · 2 beds · 2 baths,107434423,Blueground,f,"Chicago, Illinois, United States",Logan Square,2,$129.00,0
Rental unit in Chicago · ★3.78 · 1 bedroom · 1 bed · 1 bath,47172572,Zencity,f,"Chicago, Illinois, United States",Hyde Park,1,$54.00,3.78
Rental unit in Chicago · ★4.24 · 1 bedroom · 1 bed · 1 bath,47172572,Zencity,f,"Chicago, Illinois, United States",Hyde Park,1,$54.00,4.24
Rental unit in Chicago · ★5.0 · 2 bedrooms · 2 beds · 1 bath,239108696,Anna,f,"Chicago, Illinois, United States",Logan Square,2,$94.00,5.0
Rental unit in Chicago · ★4.94 · 1 bedroom · 2 beds · 1 bath,150639375,Federico,t,"Chicago, Illinois, United States",Avondale,2,$59.00,4.94
Rental unit in Chicago · ★4.85 · 1 bedroom · 1 bed · 1 bath,488113016,Alexis,t,"Chicago, Illinois, United States",Belmont Cragin,1,$52.00,4.85
Rental unit in Chicago · ★4.87 · 2 bedrooms · 3 beds · 2 baths,395498979,Milan,t,"Chicago, Illinois, United States",Near South Side,3,$149.00,4.87
Rental unit in Chicago · ★4.84 · 3 bedrooms · 3 beds · 1 bath,488113016,Alexis,t,"Chicago, Illinois, United States",Lincoln Park,3,$68.00,4.84
Rental unit in Chicago · ★4.86 · 2 bedrooms · 2 beds · 1 bath,488113016,Alexis,t,"Chicago, Illinois, United States",West Ridge,2,$52.00,4.86
Rental unit in Chicago · 1 bedroom · 1 bed · 1 bath,107434423,Blueground,f,"Chicago, Illinois, United States",Near North Side,1,$177.00,0
Rental unit in Chicago · ★4.68 · 2 bedrooms · 2 beds · 1 bath,488113016,Alexis,t,"Chicago, Illinois, United States",West Ridge,2,$52.00,4.68
Rental unit in Chicago · ★4.83 · 3 bedrooms · 3 beds · 1.5 baths,488113016,Alexis,t,"Chicago, Illinois, United States",Rogers Park,3,$55.00,4.83
Rental unit in Chicago · ★4.87 · 2 bedrooms · 2 beds · 2 baths,67751745,Brett,f,"Chicago, Illinois, United States",Near North Side,2,$211.00,4.87
Home in Chicago · 5 bedrooms · 5 beds · 3.5 baths,435162548,Shavaughn,f,"Chicago, Illinois, United States",Woodlawn,5,$42.00,0
Rental unit in Chicago · ★4.31 · 2 bedrooms · 3 beds · 1 bath,489785929,NiyajHousing,f,"Chicago, Illinois, United States",West Town,3,$149.00,4.31
Rental unit in Chicago · ★4.96 · 1 bedroom · 3 beds · 1 bath,488781558,Alexandra,t,"Chicago, Illinois, United States",Logan Square,3,$89.00,4.96
Rental unit in Chicago · 1 bedroom · 1 bed · 1 bath,107434423,Blueground,f,"Chicago, Illinois, United States",Near North Side,1,$96.00,0
Rental unit in Chicago · 1 bedroom · 1 bed · 1 bath,107434423,Blueground,f,"Chicago, Illinois, United States",Near North Side,1,$180.00,0
Rental unit in Chicago · ★4.80 · 1 bedroom · 1 bed · 1 bath,111062630,Kyriako,t,"Chicago, Illinois, United States",Lower West Side,1,$75.00,4.8
Rental unit in Chicago · ★4.77 · 2 bedrooms · 3 beds · 2 baths,395498979,Milan,t,"Chicago, Illinois, United States",Near South Side,3,$169.00,4.77
Rental unit in Chicago · 1 bedroom · 2 beds · 1 bath,171214054,Manny,f,"Chicago, Illinois, United States",Logan Square,2,$40.00,5.0
Rental unit in Chicago · ★4.90 · 2 bedrooms · 3 beds · 1 bath,36989519,Mushky,t,"Chicago, Illinois, United States",West Ridge,3,$104.00,4.9
Rental unit in Chicago · ★4.84 · Studio · 1 bed · 1 bath,488124046,Garrie,t,"Chicago, Illinois, United States",Uptown,1,$52.00,4.84
Rental unit in Chicago · ★4.81 · 3 bedrooms · 3 beds · 1 bath,488124046,Garrie,t,"Chicago, Illinois, United States",West Ridge,3,$52.00,4.81
Rental unit in Chicago · 6 bedrooms · 6 beds · 5.5 baths,248760412,Cloud9,t,"Chicago, Illinois, United States",West Town,6,"$1,173.00",5.0
Home in Chicago · 5 bedrooms · 5 beds · 5.5 baths,8906491,Alex,f,"Chicago, Illinois, United States",Lincoln Park,5,"$2,218.00",0
Rental unit in Chicago · ★4.89 · 2 bedrooms · 2 beds · 1 bath,489913539,Nick And Ney,f,"Chicago, Illinois, United States",Humboldt Park,2,$166.00,4.89
Rental unit in Chicago · ★4.90 · 1 bedroom · 1 bed · 1 shared bath,13217131,Tim,t,"Chicago, Illinois, United States",Lake View,1,$56.00,4.9
Rental unit in Chicago · 1 bedroom · 1 bed · 1 bath,107434423,Blueground,f,"Chicago, Illinois, United States",Near North Side,1,$91.00,0
Rental unit in Chicago · 1 bedroom · 1 bed · 1 bath,107434423,Blueground,f,"Chicago, Illinois, United States",Near North Side,1,$83.00,0
Rental unit in Chicago · 1 bedroom · 1 bed · 1 bath,107434423,Blueground,f,"Chicago, Illinois, United States",Near North Side,1,$91.00,0
Rental unit in Chicago · 1 bedroom · 1 bed · 1 bath,107434423,Blueground,f,"Chicago, Illinois, United States",Near North Side,1,$83.00,0
Rental unit in Chicago · ★4.90 · 1 bedroom · 1 bed · 1 shared bath,13217131,Tim,t,"Chicago, Illinois, United States",Lake View,1,$68.00,4.9
Rental unit in Chicago · ★4.92 · 1 bedroom · 1 bed · 1 shared bath,13217131,Tim,t,"Chicago, Illinois, United States",Lake View,1,$55.00,4.92
Rental unit in Chicago · ★4.67 · 1 bedroom · 2 beds · 1 bath,4115325,Sunny,f,"Chicago, Illinois, United States",West Ridge,2,$99.00,4.67
Townhouse in Chicago · ★5.0 · 5 bedrooms · 6 beds · 2.5 baths,490067374,Huong,f,"Chicago, Illinois, United States",East Garfield Park,6,$324.00,5.0
Home in Chicago · ★5.0 · 2 bedrooms · 2 beds · 1 bath,13998498,Raya,t,"Chicago, Illinois, United States",Edgewater,2,$79.00,5.0
Rental unit in Chicago · 3 bedrooms · 2 beds · 1 bath,55004815,Basirat,f,"Chicago, Illinois, United States",Woodlawn,2,$71.00,5.0
Rental unit in Chicago · 2 bedrooms · 2 beds · 1 bath,107434423,Blueground,f,"Chicago, Illinois, United States",Near West Side,2,$203.00,0
Rental unit in Chicago · ★5.0 · 3 bedrooms · 4 beds · 1 bath,485079256,Michael,f,"Chicago, Illinois, United States",Avondale,4,$201.00,5.0
Bungalow in Chicago · ★5.0 · 3 bedrooms · 3 beds · 1 bath,490211505,Quang,f,"Chicago, Illinois, United States",Portage Park,3,$70.00,5.0
Rental unit in Chicago · ★4.62 · 2 bedrooms · 2 beds · 1 bath,356154157,Jessie,t,"Chicago, Illinois, United States",Lake View,2,$50.00,4.62
Home in Chicago · 3 bedrooms · 4 beds · 1.5 baths,346571993,Magda,f,"Chicago, Illinois, United States",East Side,4,$159.00,0
Home in Chicago · ★4.50 · 3 bedrooms · 3 beds · 2.5 baths,5228189,Matthew,t,"Chicago, Illinois, United States",Logan Square,3,$212.00,4.5
Condo in Chicago · ★4.77 · 2 bedrooms · 2 beds · 2 baths,126096165,Monica,t,"Chicago, Illinois, United States",South Chicago,2,$109.00,4.77
Rental unit in Chicago · ★4.69 · 2 bedrooms · 3 beds · 2 baths,370154553,Innesa,t,"Chicago, Illinois, United States",Near South Side,3,$169.00,4.69
Rental unit in Chicago · ★4.85 · 4 bedrooms · 8 beds · 2.5 baths,130968209,Carlos,t,"Chicago, Illinois, United States",Lake View,8,$799.00,4.85
Home in Chicago · 2 bedrooms · 6 beds · 1 bath,292914219,Kaylan,f,"Chicago, Illinois, United States",Greater Grand Crossing,6,$115.00,0
Rental unit in Chicago · 2 bedrooms · 4 beds · 1 bath,121719854,Evolve,f,"Chicago, Illinois, United States",Roseland,4,$132.00,2.0
Rental unit in Chicago · ★4.67 · 4 bedrooms · 5 beds · 2 baths,370154553,Innesa,t,"Chicago, Illinois, United States",Near South Side,5,$375.00,4.67
Rental unit in Chicago · ★4.65 · 1 bedroom · 1 bed · 1 bath,488124046,Garrie,t,"Chicago, Illinois, United States",Near West Side,1,$56.00,4.65
Serviced apartment in Chicago · ★4.44 · 4 bedrooms · 5 beds · 1 bath,490523399,Celia,f,"Chicago, Illinois, United States",West Town,5,$273.00,4.44
Rental unit in Chicago · 1 bedroom · 1 bed · 1 bath,107434423,Blueground,f,"Chicago, Illinois, United States",Loop,1,$126.00,0
Rental unit in Chicago · ★4.87 · 2 bedrooms · 3 beds · 2 baths,395498979,Milan,t,"Chicago, Illinois, United States",Near South Side,3,$151.00,4.87
Rental unit in Chicago · 1 bedroom · 1 bed · 1 bath,107434423,Blueground,f,"Chicago, Illinois, United States",Near North Side,1,$191.00,0
Rental unit in Chicago · ★4.75 · 1 bedroom · 1 bed · 1 bath,13751434,Chris,f,"Chicago, Illinois, United States",Avondale,1,$96.00,4.75
Condo in Chicago · ★4.86 · 2 bedrooms · 3 beds · 2 baths,169297663,William,t,"Chicago, Illinois, United States",Near North Side,3,$164.00,4.86
Rental unit in Chicago · ★4.77 · 2 bedrooms · 2 beds · 1 bath,436809861,Inca And Chris,t,"Chicago, Illinois, United States",Belmont Cragin,2,$52.00,4.77
Home in Chicago · ★4.74 · 4 bedrooms · 4 beds · 1 bath,402792711,Jessica,f,"Chicago, Illinois, United States",Morgan Park,4,$195.00,4.74
Rental unit in Chicago · ★4.79 · 4 bedrooms · 4 beds · 3 baths,473517586,Jamie,t,"Chicago, Illinois, United States",Lower West Side,4,$53.00,4.79
Rental unit in Chicago · ★4.95 · 1 bedroom · 1 bed · 1.5 baths,55728526,Marc,t,"Chicago, Illinois, United States",Grand Boulevard,1,$99.00,4.95
Rental unit in Chicago · ★5.0 · 4 bedrooms · 4 beds · 1 bath,469853237,Diana,f,"Chicago, Illinois, United States",Albany Park,4,$179.00,5.0
Rental unit in Chicago · ★4.82 · 1 bedroom · 1 bed · 1.5 baths,458971964,Rich,t,"Chicago, Illinois, United States",West Town,1,$53.00,4.82
Rental unit in Chicago · ★4.80 · 3 bedrooms · 3 beds · 1 bath,485663668,Jesus,f,"Chicago, Illinois, United States",Lower West Side,3,$122.00,4.8
Rental unit in Chicago · 1 bedroom · 1 bed · 1 bath,107434423,Blueground,f,"Chicago, Illinois, United States",Near North Side,1,$155.00,5.0
Rental unit in Chicago · 1 bedroom · 1 bed · 1 bath,107434423,Blueground,f,"Chicago, Illinois, United States",Near North Side,1,$180.00,0
Home in Chicago · ★4.83 · 3 bedrooms · 5 beds · 1 private bath,85647159,Masato Or Akiko,t,"Chicago, Illinois, United States",Mckinley Park,5,$205.00,4.83
Home in Chicago · ★4.53 · 1 bedroom · 1 bed · 1.5 shared baths,436959191,Yan Na,f,"Chicago, Illinois, United States",Armour Square,1,$45.00,4.53
Rental unit in Chicago · ★5.0 · 3 bedrooms · 4 beds · 2 baths,395498979,Milan,t,"Chicago, Illinois, United States",Near South Side,4,$216.00,5.0
Rental unit in Chicago · ★4.58 · 1 bedroom · 2 beds · 1 bath,47172572,Zencity,f,"Chicago, Illinois, United States",West Town,2,$75.00,4.58
Home in Chicago · ★4.82 · 6 bedrooms · 9 beds · 5 baths,43445331,Jean,f,"Chicago, Illinois, United States",Grand Boulevard,9,$364.00,4.82
Rental unit in Chicago · ★5.0 · 1 bedroom · 2 beds · 1 bath,56233038,Michael,f,"Chicago, Illinois, United States",West Town,2,$126.00,5.0
Rental unit in Chicago · 1 bedroom · 1 bed · 1 bath,188365982,Level,t,"Chicago, Illinois, United States",Near North Side,1,$164.00,0
Rental unit in Chicago · ★4.03 · Studio · 1 bed · 1 bath,47172572,Zencity,f,"Chicago, Illinois, United States",West Town,1,$57.00,4.03
Rental unit in Chicago · ★4.93 · 2 bedrooms · 2 beds · 2 baths,440050189,Betty And Gab,t,"Chicago, Illinois, United States",Uptown,2,$95.00,4.93
Home in Chicago · ★5.0 · 4 bedrooms · 8 beds · 4.5 baths,235678953,Patty,t,"Chicago, Illinois, United States",Near West Side,8,$746.00,5.0
Rental unit in Chicago · 1 bedroom · 1 bed · 1 bath,107434423,Blueground,f,"Chicago, Illinois, United States",Loop,1,$100.00,0
Home in Chicago · ★4.64 · 5 bedrooms · 6 beds · 3.5 baths,121719854,Evolve,f,"Chicago, Illinois, United States",Grand Boulevard,6,$230.00,4.64
Home in Chicago · ★4.78 · 2 bedrooms · 2 beds · 1 bath,302604700,Jason,f,"Chicago, Illinois, United States",Montclare,2,$102.00,4.78
Rental unit in Chicago · ★4.97 · 2 bedrooms · 2 beds · 2 baths,16304524,Billy,f,"Chicago, Illinois, United States",Near West Side,2,$121.00,4.97
Rental unit in Chicago · 2 bedrooms · 3 beds · 1.5 baths,490833974,Sharone,f,"Chicago, Illinois, United States",Albany Park,3,$160.00,0
Home in Chicago · ★5.0 · 2 bedrooms · 3 beds · 1 bath,351130970,Anna,t,"Chicago, Illinois, United States",Lincoln Park,3,$265.00,5.0
Rental unit in Chicago · 1 bedroom · 1 bed · 1 bath,107434423,Blueground,f,"Chicago, Illinois, United States",Near North Side,1,$162.00,0
Rental unit in Chicago · 1 bedroom · 1 bed · 1 bath,107434423,Blueground,f,"Chicago, Illinois, United States",Near North Side,1,$142.00,0
Rental unit in Chicago · 1 bedroom · 1 bed · 1 bath,107434423,Blueground,f,"Chicago, Illinois, United States",Near North Side,1,$152.00,0
Rental unit in Chicago · 1 bedroom · 1 bed · 1 bath,107434423,Blueground,f,"Chicago, Illinois, United States",Near North Side,1,$206.00,0
Guest suite in Chicago · ★5.0 · 1 bedroom · 1 bed · 1 bath,490861112,David-Eveliz,t,"Chicago, Illinois, United States",Portage Park,1,$94.00,5.0
Rental unit in Chicago · 2 bedrooms · 2 beds · 2 baths,107434423,Blueground,f,"Chicago, Illinois, United States",Near North Side,2,$209.00,5.0
Rental unit in Chicago · 1 bedroom · 1 bed · 1 bath,107434423,Blueground,f,"Chicago, Illinois, United States",Near North Side,1,$134.00,0
Rental unit in Chicago · 1 bedroom · 1 bed · 1 bath,107434423,Blueground,f,"Chicago, Illinois, United States",Near North Side,1,$180.00,0
Rental unit in Chicago · 1 bedroom · 1 bed · 1 bath,107434423,Blueground,f,"Chicago, Illinois, United States",Near North Side,1,$152.00,0
Rental unit in Chicago · ★4.75 · 2 bedrooms · 3 beds · 1 bath,243035563,Studebecker,f,"Chicago, Illinois, United States",Lincoln Park,3,$182.00,4.75
Home in Chicago · ★5.0 · 3 bedrooms · 3 beds · 1 bath,490861798,Jose,t,"Chicago, Illinois, United States",Belmont Cragin,3,$111.00,5.0
Rental unit in Chicago · ★4.97 · Studio · 1 bed · 1 bath,14294668,Katrina,f,"Chicago, Illinois, United States",Lake View,1,$150.00,4.97
Rental unit in Chicago · ★4.93 · 3 bedrooms · 4 beds · 2 baths,243035563,Studebecker,f,"Chicago, Illinois, United States",Near North Side,4,$255.00,4.93
Rental unit in Chicago · ★4.90 · 2 bedrooms · 3 beds · 1 bath,492177205,MJ Luxe,t,"Chicago, Illinois, United States",Lower West Side,3,$97.00,4.9
Rental unit in Chicago · ★5.0 · 3 bedrooms · 4 beds · 1 bath,200343773,Michael,t,"Chicago, Illinois, United States",Hermosa,4,$177.00,5.0
Rental unit in Chicago · ★4.74 · 3 bedrooms · 4 beds · 2 baths,126179580,Staywell,t,"Chicago, Illinois, United States",Near North Side,4,$339.00,4.74
Rental unit in Chicago · ★5.0 · 2 bedrooms · 3 beds · 1 bath,22021736,Olesya,t,"Chicago, Illinois, United States",Lake View,3,$234.00,5.0
Rental unit in Chicago · 1 bedroom · 1 bed · 1 bath,107434423,Blueground,f,"Chicago, Illinois, United States",Near North Side,1,$94.00,0
Townhouse in Chicago · 2 bedrooms · 3 beds · 1 bath,121719854,Evolve,f,"Chicago, Illinois, United States",Austin,3,$333.00,0
Rental unit in Chicago · ★3.47 · 1 bedroom · 1 bed · 1 bath,47172572,Zencity,f,"Chicago, Illinois, United States",Kenwood,1,$52.00,3.47
Home in Chicago · ★4.79 · 3 bedrooms · 3 beds · 1 private bath,288141777,Natalie,t,"Chicago, Illinois, United States",Woodlawn,3,$99.00,4.79
Rental unit in Chicago · ★4.78 · 2 bedrooms · 2 beds · 1 bath,491707654,Awayo,f,"Chicago, Illinois, United States",Lake View,2,$90.00,4.78
Rental unit in Chicago · 2 bedrooms · 2 beds · 1 bath,256066199,Gerald,f,"Chicago, Illinois, United States",Norwood Park,2,$59.00,5.0
Rental unit in Chicago · ★4.05 · 1 bedroom · 1 bed · 1 bath,377947515,Zen,f,"Chicago, Illinois, United States",Hyde Park,1,$58.00,4.05
Home in Chicago · 2 bedrooms · 2 beds · 1.5 baths,121719854,Evolve,f,"Chicago, Illinois, United States",Roseland,2,$121.00,3.5
Rental unit in Chicago · 3 bedrooms · 3 beds · 1 bath,121719854,Evolve,f,"Chicago, Illinois, United States",East Garfield Park,3,$137.00,0
Rental unit in Chicago · 3 bedrooms · 4 beds · 3.5 baths,490701540,Dexter,f,"Chicago, Illinois, United States",Loop,4,$421.00,0
Rental unit in Chicago · ★4.77 · 2 bedrooms · 2 beds · 1 bath,25074085,Joe,t,"Chicago, Illinois, United States",Logan Square,2,$93.00,4.77
Guesthouse in Chicago · 1 bedroom · 1 bed · 1 bath,31710957,Mari,t,"Chicago, Illinois, United States",Logan Square,1,$97.00,0
Rental unit in Chicago · ★4.46 · 2 bedrooms · 2 beds · 1 bath,92129084,Russell,f,"Chicago, Illinois, United States",Washington Park,2,$69.00,4.46
Rental unit in Chicago · 1 bedroom · 1 bed · 1 bath,107434423,Blueground,f,"Chicago, Illinois, United States",Loop,1,$83.00,0
Rental unit in Chicago · 1 bedroom · 1 bed · 1.5 baths,107434423,Blueground,f,"Chicago, Illinois, United States",Loop,1,$82.00,5.0
Rental unit in Chicago · 2 bedrooms · 1 bed · 1 bath,171214054,Manny,f,"Chicago, Illinois, United States",Logan Square,1,$90.00,0
Condo in Chicago · ★4.79 · 3 bedrooms · 4 beds · 2 baths,111062630,Kyriako,t,"Chicago, Illinois, United States",Edgewater,4,$132.00,4.79
Condo in Chicago · ★4.65 · 3 bedrooms · 3 beds · 2 baths,111062630,Kyriako,t,"Chicago, Illinois, United States",Rogers Park,3,$121.00,4.65
Condo in Chicago · ★5.0 · 2 bedrooms · 2 beds · 2 baths,298862365,Patricia,f,"Chicago, Illinois, United States",Near North Side,2,$221.00,5.0
Home in Chicago · ★4.95 · 3 bedrooms · 3 beds · 3 baths,155612259,Connor,t,"Chicago, Illinois, United States",Portage Park,3,$274.00,4.95
Home in Chicago · ★5.0 · 3 bedrooms · 3 beds · 2 baths,38553561,Drea,f,"Chicago, Illinois, United States",West Ridge,3,$239.00,5.0
Rental unit in Chicago · 1 bedroom · 1 bed · 1 bath,107434423,Blueground,f,"Chicago, Illinois, United States",Near North Side,1,$126.00,0
Rental unit in Chicago · 2 bedrooms · 2 beds · 2 baths,107434423,Blueground,f,"Chicago, Illinois, United States",Near North Side,2,$189.00,0
Loft in Chicago · ★5.0 · 2 bedrooms · 4 beds · 2 baths,118351847,Victor,t,"Chicago, Illinois, United States",Lower West Side,4,$202.00,5.0
Home in Chicago · ★5.0 · 6 bedrooms · 6 beds · 5 baths,9325983,Portia,t,"Chicago, Illinois, United States",Near North Side,6,"$3,000.00",5.0
Rental unit in Chicago · 1 bedroom · 1 bed · 1 bath,107434423,Blueground,f,"Chicago, Illinois, United States",Loop,1,$155.00,3.5
Rental unit in Chicago · ★4.94 · 2 bedrooms · 3 beds · 1 bath,150639375,Federico,t,"Chicago, Illinois, United States",Brighton Park,3,$63.00,4.94
Rental unit in Chicago · ★4.75 · 2 bedrooms · 2 beds · 2 baths,413398063,Destinee,t,"Chicago, Illinois, United States",North Lawndale,2,$187.00,4.75
Home in Chicago · ★5.0 · 1 bedroom · 1 bed · 1 bath,316787157,Christian,t,"Chicago, Illinois, United States",West Ridge,1,$153.00,5.0
Rental unit in Chicago · 1 bedroom · 1 bed · 1 bath,107434423,Blueground,f,"Chicago, Illinois, United States",Near North Side,1,$194.00,0
Rental unit in Chicago · 1 bedroom · 1 bed · 1 bath,107434423,Blueground,f,"Chicago, Illinois, United States",Near North Side,1,$91.00,5.0
Rental unit in Chicago · 1 bedroom · 1 bed · 1 bath,107434423,Blueground,f,"Chicago, Illinois, United States",Loop,1,$99.00,0
Home in Chicago · ★4.42 · 1 bedroom · 1 bed · 1 shared bath,436959191,Yan Na,f,"Chicago, Illinois, United States",Armour Square,1,$44.00,4.42
Rental unit in Chicago · 1 bedroom · 1 bed · 1.5 baths,107434423,Blueground,f,"Chicago, Illinois, United States",Loop,1,$148.00,0
Rental unit in Chicago · 1 bedroom · 1 bed · 1 bath,159711711,Stephanie,f,"Chicago, Illinois, United States",Near North Side,1,$100.00,5.0
Home in Chicago · ★4.67 · 1 bedroom · 1 bed · 2 shared baths,131521131,Atakan,f,"Chicago, Illinois, United States",Avondale,1,$40.00,4.67
Rental unit in Chicago · ★4.91 · 3 bedrooms · 3 beds · 2 baths,20895985,Cristina,t,"Chicago, Illinois, United States",West Town,3,$143.00,4.91
Rental unit in Chicago · ★4.91 · 1 bedroom · 1 bed · 1 bath,458968716,Luanne,t,"Chicago, Illinois, United States",Irving Park,1,$52.00,4.91
Rental unit in Chicago · 1 bedroom · 1 bed · 1 bath,107434423,Blueground,f,"Chicago, Illinois, United States",Near North Side,1,$94.00,4.5
Rental unit in Chicago · ★4.59 · 2 bedrooms · 2 beds · 2 shared baths,436959191,Yan Na,f,"Chicago, Illinois, United States",Bridgeport,2,$39.00,4.59
Rental unit in Chicago · ★4.20 · 3 bedrooms · 3 beds · 2 baths,409108758,Matteo,f,"Chicago, Illinois, United States",North Lawndale,3,$120.00,4.2
Rental unit in Chicago · ★4.89 · 2 bedrooms · 2 beds · 1 bath,492774222,Sosina Operations,t,"Chicago, Illinois, United States",Woodlawn,2,$93.00,4.89
Rental unit in Chicago · 2 bedrooms · 4 beds · 1 bath,184527999,Kahlil,f,"Chicago, Illinois, United States",Uptown,4,$248.00,0
Rental unit in Chicago · ★4.98 · 2 bedrooms · 2 beds · 1 bath,90856006,Johana,t,"Chicago, Illinois, United States",Edgewater,2,$137.00,4.98
Rental unit in Chicago · 1 bedroom · 2 beds · 1 bath,427604956,Abdullah,f,"Chicago, Illinois, United States",Near North Side,2,$241.00,0
Rental unit in Chicago · 1 bedroom · 1 bed · 1 shared bath,368430240,Monika,f,"Chicago, Illinois, United States",Hyde Park,1,$40.00,0
Rental unit in Chicago · ★4.96 · 1 bedroom · 2 beds · 1 bath,243035563,Studebecker,f,"Chicago, Illinois, United States",West Town,2,$109.00,4.96
Rental unit in Chicago · ★4.88 · 1 bedroom · 2 beds · 1 bath,243035563,Studebecker,f,"Chicago, Illinois, United States",West Town,2,$109.00,4.88
Townhouse in Chicago · ★4.93 · 3 bedrooms · 3 beds · 2.5 baths,184488000,Eric And Erika,t,"Chicago, Illinois, United States",Lower West Side,3,$265.00,4.93
Rental unit in Chicago · ★4.81 · 1 bedroom · 3 beds · 1 bath,243035563,Studebecker,f,"Chicago, Illinois, United States",West Town,3,$109.00,4.81
Rental unit in Chicago · ★5.0 · 1 bedroom · 2 beds · 1 bath,243035563,Studebecker,f,"Chicago, Illinois, United States",West Town,2,$109.00,5.0
Rental unit in Chicago · ★5.0 · 1 bedroom · 2 beds · 1 bath,24388042,DeLuxe,t,"Chicago, Illinois, United States",Near North Side,2,$7.00,5.0
Rental unit in Chicago · 1 bedroom · 1 bed · 1 shared bath,25074085,Joe,t,"Chicago, Illinois, United States",Logan Square,1,$103.00,5.0
Rental unit in Chicago · 1 bedroom · 1 bed · 1 shared bath,25074085,Joe,t,"Chicago, Illinois, United States",Logan Square,1,$85.00,5.0
Home in Chicago · ★4.73 · 3 bedrooms · 3 beds · 1.5 baths,494858846,Jaccy,f,"Chicago, Illinois, United States",Rogers Park,3,$134.00,4.73
Condo in Chicago · ★4.97 · 2 bedrooms · 3 beds · 1 bath,4647193,Benjamin,t,"Chicago, Illinois, United States",Logan Square,3,$103.00,4.97
Rental unit in Chicago · ★4.90 · 1 bedroom · 1 bed · 1 bath,30438346,Briana,t,"Chicago, Illinois, United States",Bridgeport,1,$89.00,4.9
Rental unit in Chicago · 1 bedroom · 1 bed · 1 bath,107434423,Blueground,f,"Chicago, Illinois, United States",Loop,1,$126.00,0
Home in Chicago · ★4.67 · 3 bedrooms · 3 beds · 2.5 baths,19779392,Deborah,t,"Chicago, Illinois, United States",Lake View,3,$500.00,4.67
Rental unit in Chicago · ★5.0 · 3 bedrooms · 3 beds · 2 baths,497612509,Dawn,t,"Chicago, Illinois, United States",Albany Park,3,$354.00,5.0
Rental unit in Chicago · 1 bedroom · 1 bed · 1.5 baths,107434423,Blueground,f,"Chicago, Illinois, United States",Near North Side,1,$168.00,0
Rental unit in Chicago · 1 bedroom · 1 bed · 1.5 baths,107434423,Blueground,f,"Chicago, Illinois, United States",Near North Side,1,$162.00,0
Rental unit in Chicago · ★4.88 · 1 bedroom · 2 beds · 1 bath,153282233,Justin,t,"Chicago, Illinois, United States",Lake View,2,$82.00,4.88
Rental unit in Chicago · 1 bedroom · 1 bed · 1 bath,177188450,Level,f,"Chicago, Illinois, United States",Near North Side,1,$152.00,0
Home in Chicago · ★4.85 · 3 bedrooms · 3 beds · 2 baths,465428850,Stephanie And Zach,t,"Chicago, Illinois, United States",Lake View,3,$329.00,4.85
Rental unit in Chicago · ★4.73 · 2 bedrooms · 3 beds · 2 baths,370154553,Innesa,t,"Chicago, Illinois, United States",Near South Side,3,$169.00,4.73
Condo in Chicago · ★4.67 · 2 bedrooms · 2 beds · 2 baths,111062630,Kyriako,t,"Chicago, Illinois, United States",Edgewater,2,$122.00,4.67
